instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timespan
12078,2012-05-23,summer,2012,5,10,0,Thursday,1,1,25.419999999999998,29.544999999999998,78.0,6.0032,52,139,191,office hour
12079,2012-05-23,summer,2012,5,11,0,Thursday,1,1,26.240000000000002,30.305,73.0,0.0,46,151,197,office hour
12080,2012-05-23,summer,2012,5,12,0,Thursday,1,2,27.060000000000002,31.06,69.0,6.0032,42,206,248,office hour
12081,2012-05-23,summer,2012,5,13,0,Thursday,1,2,27.060000000000002,31.06,74.0,11.0014,69,201,270,office hour
12082,2012-05-23,summer,2012,5,14,0,Thursday,1,1,27.880000000000003,31.819999999999997,65.0,8.9981,67,181,248,office hour
12083,2012-05-23,summer,2012,5,15,0,Thursday,1,2,28.7,32.574999999999996,61.0,0.0,65,192,257,office hour
12084,2012-05-23,summer,2012,5,16,0,Thursday,1,3,28.7,32.574999999999996,61.0,6.0032,62,216,278,office hour
12085,2012-05-23,summer,2012,5,17,0,Thursday,1,3,26.240000000000002,30.305,69.0,7.0015,45,240,285,office hour
12086,2012-05-23,summer,2012,5,18,0,Thursday,1,3,26.240000000000002,30.305,69.0,7.0015,31,296,327,non-office hour
12087,2012-05-23,summer,2012,5,19,0,Thursday,1,2,25.419999999999998,28.79,83.0,11.0014,40,336,376,non-office hour
12088,2012-05-23,summer,2012,5,20,0,Thursday,1,2,25.419999999999998,28.79,83.0,6.0032,28,267,295,non-office hour
12089,2012-05-23,summer,2012,5,21,0,Thursday,1,2,25.419999999999998,28.79,83.0,0.0,24,221,245,non-office hour
12090,2012-05-23,summer,2012,5,22,0,Thursday,1,2,25.419999999999998,28.79,83.0,11.0014,23,136,159,non-office hour
12091,2012-05-23,summer,2012,5,23,0,Thursday,1,1,24.599999999999998,28.03,83.0,8.9981,23,83,106,non-office hour
12092,2012-05-24,summer,2012,5,0,0,Friday,1,1,24.599999999999998,28.03,83.0,6.0032,7,49,56,non-office hour
12093,2012-05-24,summer,2012,5,1,0,Friday,1,1,24.599999999999998,27.275,88.0,6.0032,9,21,30,non-office hour
12094,2012-05-24,summer,2012,5,2,0,Friday,1,1,24.599999999999998,27.275,88.0,0.0,1,15,16,non-office hour
12095,2012-05-24,summer,2012,5,3,0,Friday,1,2,24.599999999999998,27.275,88.0,7.0015,1,3,4,non-office hour
12096,2012-05-24,summer,2012,5,4,0,Friday,1,2,24.599999999999998,27.275,88.0,11.0014,0,5,5,non-office hour
12097,2012-05-24,summer,2012,5,5,0,Friday,1,2,24.599999999999998,27.275,88.0,11.0014,1,29,30,non-office hour
12098,2012-05-24,summer,2012,5,6,0,Friday,1,2,24.599999999999998,27.275,88.0,11.0014,10,146,156,non-office hour
12099,2012-05-24,summer,2012,5,7,0,Friday,1,1,24.599999999999998,28.03,83.0,7.0015,22,393,415,non-office hour
12100,2012-05-24,summer,2012,5,8,0,Friday,1,1,25.419999999999998,29.544999999999998,73.0,8.9981,33,659,692,non-office hour
12101,2012-05-24,summer,2012,5,9,0,Friday,1,1,25.419999999999998,29.544999999999998,73.0,11.0014,34,267,301,office hour
12102,2012-05-24,summer,2012,5,10,0,Friday,1,1,26.240000000000002,30.305,65.0,8.9981,47,138,185,office hour
12103,2012-05-24,summer,2012,5,11,0,Friday,1,1,27.060000000000002,31.06,65.0,8.9981,61,160,221,office hour
12104,2012-05-24,summer,2012,5,12,0,Friday,1,1,28.7,32.574999999999996,57.99999999999999,7.0015,76,213,289,office hour
12105,2012-05-24,summer,2012,5,13,0,Friday,1,1,29.52,33.335,54.0,11.0014,69,233,302,office hour
12106,2012-05-24,summer,2012,5,14,0,Friday,1,1,30.34,34.089999999999996,55.00000000000001,15.001299999999999,72,180,252,office hour
12107,2012-05-24,summer,2012,5,15,0,Friday,1,1,30.34,34.089999999999996,55.00000000000001,16.997899999999998,69,222,291,office hour
12108,2012-05-24,summer,2012,5,16,0,Friday,1,1,30.34,34.089999999999996,55.00000000000001,23.9994,61,329,390,office hour
12109,2012-05-24,summer,2012,5,17,0,Friday,1,1,30.34,34.089999999999996,55.00000000000001,19.0012,120,678,798,office hour
12110,2012-05-24,summer,2012,5,18,0,Friday,1,1,29.52,33.335,54.0,22.0028,118,634,752,non-office hour
12111,2012-05-24,summer,2012,5,19,0,Friday,1,1,28.7,32.574999999999996,61.0,19.999499999999998,76,416,492,non-office hour
12112,2012-05-24,summer,2012,5,20,0,Friday,1,2,27.060000000000002,31.06,69.0,19.0012,55,343,398,non-office hour
12113,2012-05-24,summer,2012,5,21,0,Friday,1,3,26.240000000000002,29.544999999999998,78.0,11.0014,48,237,285,non-office hour
12114,2012-05-24,summer,2012,5,22,0,Friday,1,2,26.240000000000002,29.544999999999998,78.0,7.0015,33,210,243,non-office hour
12115,2012-05-24,summer,2012,5,23,0,Friday,1,2,26.240000000000002,29.544999999999998,78.0,8.9981,36,131,167,non-office hour
12116,2012-05-25,summer,2012,5,0,0,Saturday,1,1,25.419999999999998,28.79,83.0,8.9981,10,63,73,non-office hour
12117,2012-05-25,summer,2012,5,1,0,Saturday,1,1,25.419999999999998,28.79,83.0,6.0032,8,34,42,non-office hour
12118,2012-05-25,summer,2012,5,2,0,Saturday,1,2,25.419999999999998,28.79,83.0,0.0,7,16,23,non-office hour
12119,2012-05-25,summer,2012,5,3,0,Saturday,1,2,25.419999999999998,28.03,88.0,7.0015,8,6,14,non-office hour
12120,2012-05-25,summer,2012,5,4,0,Saturday,1,2,25.419999999999998,28.03,88.0,0.0,3,6,9,non-office hour
12121,2012-05-25,summer,2012,5,5,0,Saturday,1,2,25.419999999999998,28.03,88.0,6.0032,2,28,30,non-office hour
12122,2012-05-25,summer,2012,5,6,0,Saturday,1,2,25.419999999999998,28.03,88.0,7.0015,5,108,113,non-office hour
12123,2012-05-25,summer,2012,5,7,0,Saturday,1,2,25.419999999999998,28.03,88.0,11.0014,7,352,359,non-office hour
12124,2012-05-25,summer,2012,5,8,0,Saturday,1,2,26.240000000000002,28.79,89.0,7.0015,32,551,583,non-office hour
12125,2012-05-25,summer,2012,5,9,0,Saturday,1,2,26.240000000000002,28.79,89.0,8.9981,52,288,340,office hour
12126,2012-05-25,summer,2012,5,10,0,Saturday,1,1,27.880000000000003,31.819999999999997,79.0,11.0014,69,163,232,office hour
12127,2012-05-25,summer,2012,5,11,0,Saturday,1,1,27.880000000000003,31.819999999999997,79.0,8.9981,90,193,283,office hour
12128,2012-05-25,summer,2012,5,12,0,Saturday,1,1,29.52,34.089999999999996,66.0,7.0015,84,237,321,office hour
12129,2012-05-25,summer,2012,5,13,0,Saturday,1,1,30.34,34.089999999999996,62.0,8.9981,86,247,333,office hour
12130,2012-05-25,summer,2012,5,14,0,Saturday,1,1,30.34,34.089999999999996,57.99999999999999,8.9981,104,263,367,office hour
12131,2012-05-25,summer,2012,5,15,0,Saturday,1,1,31.16,35.605,62.0,12.998000000000001,106,360,466,office hour
12132,2012-05-25,summer,2012,5,16,0,Saturday,1,1,31.98,35.605,52.0,15.001299999999999,137,447,584,office hour
12133,2012-05-25,summer,2012,5,17,0,Saturday,1,1,31.16,35.605,62.0,19.0012,124,529,653,office hour
12134,2012-05-25,summer,2012,5,18,0,Saturday,1,1,31.16,35.605,62.0,12.998000000000001,131,391,522,non-office hour
12135,2012-05-25,summer,2012,5,19,0,Saturday,1,1,30.34,34.089999999999996,62.0,16.997899999999998,111,293,404,non-office hour
12136,2012-05-25,summer,2012,5,20,0,Saturday,1,1,28.7,32.574999999999996,65.0,11.0014,80,270,350,non-office hour
12137,2012-05-25,summer,2012,5,21,0,Saturday,1,1,28.7,32.574999999999996,65.0,8.9981,62,193,255,non-office hour
12138,2012-05-25,summer,2012,5,22,0,Saturday,1,1,27.060000000000002,31.06,74.0,7.0015,65,147,212,non-office hour
12139,2012-05-25,summer,2012,5,23,0,Saturday,1,1,27.060000000000002,30.305,78.0,15.001299999999999,34,132,166,non-office hour
12140,2012-05-26,summer,2012,5,0,0,Sunday,0,1,26.240000000000002,28.79,83.0,11.0014,18,98,116,non-office hour
12141,2012-05-26,summer,2012,5,1,0,Sunday,0,1,26.240000000000002,28.79,83.0,8.9981,18,64,82,non-office hour
12142,2012-05-26,summer,2012,5,2,0,Sunday,0,1,26.240000000000002,28.79,89.0,8.9981,9,55,64,non-office hour
12143,2012-05-26,summer,2012,5,3,0,Sunday,0,1,25.419999999999998,28.03,88.0,7.0015,9,22,31,non-office hour
12144,2012-05-26,summer,2012,5,4,0,Sunday,0,1,25.419999999999998,28.03,88.0,8.9981,0,2,2,non-office hour
12145,2012-05-26,summer,2012,5,5,0,Sunday,0,1,25.419999999999998,28.79,83.0,16.997899999999998,0,10,10,non-office hour
12146,2012-05-26,summer,2012,5,6,0,Sunday,0,1,25.419999999999998,28.03,88.0,12.998000000000001,6,25,31,non-office hour
12147,2012-05-26,summer,2012,5,7,0,Sunday,0,2,25.419999999999998,28.03,88.0,11.0014,10,44,54,non-office hour
12148,2012-05-26,summer,2012,5,8,0,Sunday,0,1,26.240000000000002,29.544999999999998,78.0,8.9981,38,103,141,non-office hour
12149,2012-05-26,summer,2012,5,9,0,Sunday,0,1,26.240000000000002,28.79,83.0,12.998000000000001,97,192,289,office hour
12150,2012-05-26,summer,2012,5,10,0,Sunday,0,1,27.880000000000003,31.819999999999997,79.0,15.001299999999999,181,256,437,office hour
12151,2012-05-26,summer,2012,5,11,0,Sunday,0,1,28.7,33.335,74.0,12.998000000000001,208,312,520,office hour
12152,2012-05-26,summer,2012,5,12,0,Sunday,0,1,30.34,34.849999999999994,66.0,15.001299999999999,236,293,529,office hour
12153,2012-05-26,summer,2012,5,13,0,Sunday,0,1,31.16,36.364999999999995,66.0,12.998000000000001,265,274,539,office hour
12154,2012-05-26,summer,2012,5,14,0,Sunday,0,1,31.16,36.364999999999995,66.0,15.001299999999999,307,257,564,office hour
12155,2012-05-26,summer,2012,5,15,0,Sunday,0,1,31.16,36.364999999999995,66.0,19.0012,274,239,513,office hour
12156,2012-05-26,summer,2012,5,16,0,Sunday,0,1,31.98,36.364999999999995,55.00000000000001,16.997899999999998,261,243,504,office hour
12157,2012-05-26,summer,2012,5,17,0,Sunday,0,2,31.98,35.605,52.0,16.997899999999998,235,227,462,office hour
12158,2012-05-26,summer,2012,5,18,0,Sunday,0,2,31.16,34.849999999999994,52.0,12.998000000000001,199,216,415,non-office hour
12159,2012-05-26,summer,2012,5,19,0,Sunday,0,2,30.34,34.849999999999994,66.0,15.001299999999999,159,214,373,non-office hour
12160,2012-05-26,summer,2012,5,20,0,Sunday,0,2,30.34,34.089999999999996,55.00000000000001,12.998000000000001,103,152,255,non-office hour
12161,2012-05-26,summer,2012,5,21,0,Sunday,0,2,29.52,34.089999999999996,62.0,12.998000000000001,100,151,251,non-office hour
12162,2012-05-26,summer,2012,5,22,0,Sunday,0,1,28.7,33.335,74.0,16.997899999999998,86,118,204,non-office hour
12163,2012-05-26,summer,2012,5,23,0,Sunday,0,1,28.7,33.335,74.0,16.997899999999998,36,114,150,non-office hour
12164,2012-05-27,summer,2012,5,0,0,Monday,0,2,27.880000000000003,31.819999999999997,69.0,11.0014,48,89,137,non-office hour
12165,2012-05-27,summer,2012,5,1,0,Monday,0,1,27.060000000000002,31.06,74.0,15.001299999999999,17,61,78,non-office hour
12166,2012-05-27,summer,2012,5,2,0,Monday,0,1,26.240000000000002,30.305,73.0,15.001299999999999,16,45,61,non-office hour
12167,2012-05-27,summer,2012,5,3,0,Monday,0,1,26.240000000000002,30.305,73.0,11.0014,11,25,36,non-office hour
12168,2012-05-27,summer,2012,5,4,0,Monday,0,1,25.419999999999998,28.79,83.0,12.998000000000001,4,7,11,non-office hour
12169,2012-05-27,summer,2012,5,5,0,Monday,0,1,25.419999999999998,28.79,83.0,12.998000000000001,2,5,7,non-office hour
12170,2012-05-27,summer,2012,5,6,0,Monday,0,1,25.419999999999998,28.79,83.0,11.0014,8,14,22,non-office hour
12171,2012-05-27,summer,2012,5,7,0,Monday,0,1,25.419999999999998,28.03,88.0,11.0014,22,30,52,non-office hour
12172,2012-05-27,summer,2012,5,8,0,Monday,0,1,26.240000000000002,28.79,83.0,12.998000000000001,69,82,151,non-office hour
12173,2012-05-27,summer,2012,5,9,0,Monday,0,1,27.060000000000002,30.305,83.0,15.001299999999999,130,140,270,office hour
12174,2012-05-27,summer,2012,5,10,0,Monday,0,1,27.880000000000003,31.819999999999997,74.0,16.997899999999998,209,215,424,office hour
12175,2012-05-27,summer,2012,5,11,0,Monday,0,1,29.52,34.089999999999996,66.0,15.001299999999999,268,251,519,office hour
12176,2012-05-27,summer,2012,5,12,0,Monday,0,1,30.34,34.849999999999994,66.0,16.997899999999998,301,269,570,office hour
12177,2012-05-27,summer,2012,5,13,0,Monday,0,1,31.16,35.605,57.99999999999999,12.998000000000001,270,228,498,office hour
12178,2012-05-27,summer,2012,5,14,0,Monday,0,1,31.16,35.605,57.99999999999999,16.997899999999998,317,230,547,office hour
12179,2012-05-27,summer,2012,5,15,0,Monday,0,1,31.98,35.605,52.0,19.0012,290,245,535,office hour
12180,2012-05-27,summer,2012,5,16,0,Monday,0,1,31.98,35.605,52.0,19.0012,258,243,501,office hour
12181,2012-05-27,summer,2012,5,17,0,Monday,0,1,31.98,35.605,49.0,19.999499999999998,275,247,522,office hour
12182,2012-05-27,summer,2012,5,18,0,Monday,0,1,31.16,35.605,57.99999999999999,19.999499999999998,266,252,518,non-office hour
12183,2012-05-27,summer,2012,5,19,0,Monday,0,1,31.16,35.605,57.99999999999999,12.998000000000001,230,212,442,non-office hour
12184,2012-05-27,summer,2012,5,20,0,Monday,0,1,30.34,34.089999999999996,55.00000000000001,11.0014,168,224,392,non-office hour
12185,2012-05-27,summer,2012,5,21,0,Monday,0,3,27.060000000000002,31.06,69.0,27.999299999999998,64,79,143,non-office hour
12186,2012-05-27,summer,2012,5,22,0,Monday,0,3,25.419999999999998,28.79,83.0,0.0,9,50,59,non-office hour
12187,2012-05-27,summer,2012,5,23,0,Monday,0,3,25.419999999999998,28.79,83.0,8.9981,31,65,96,non-office hour
12188,2012-05-28,summer,2012,5,0,1,Tuesday,0,1,25.419999999999998,28.79,83.0,15.001299999999999,21,44,65,non-office hour
12189,2012-05-28,summer,2012,5,1,1,Tuesday,0,2,25.419999999999998,29.544999999999998,78.0,19.999499999999998,14,45,59,non-office hour
12190,2012-05-28,summer,2012,5,2,1,Tuesday,0,1,24.599999999999998,28.03,83.0,15.001299999999999,20,28,48,non-office hour
12191,2012-05-28,summer,2012,5,3,1,Tuesday,0,1,25.419999999999998,29.544999999999998,73.0,11.0014,6,12,18,non-office hour
12192,2012-05-28,summer,2012,5,4,1,Tuesday,0,1,24.599999999999998,28.79,78.0,8.9981,2,4,6,non-office hour
12193,2012-05-28,summer,2012,5,5,1,Tuesday,0,1,24.599999999999998,28.79,78.0,8.9981,4,5,9,non-office hour
12194,2012-05-28,summer,2012,5,6,1,Tuesday,0,1,25.419999999999998,29.544999999999998,73.0,11.0014,6,14,20,non-office hour
12195,2012-05-28,summer,2012,5,7,1,Tuesday,0,1,25.419999999999998,29.544999999999998,78.0,7.0015,24,43,67,non-office hour
12196,2012-05-28,summer,2012,5,8,1,Tuesday,0,1,27.060000000000002,31.06,69.0,0.0,62,93,155,non-office hour
12197,2012-05-28,summer,2012,5,9,1,Tuesday,0,1,28.7,32.574999999999996,61.0,0.0,121,142,263,office hour
12198,2012-05-28,summer,2012,5,10,1,Tuesday,0,1,28.7,32.574999999999996,61.0,0.0,189,175,364,office hour
12199,2012-05-28,summer,2012,5,11,1,Tuesday,0,1,29.52,34.089999999999996,66.0,8.9981,254,222,476,office hour
12200,2012-05-28,summer,2012,5,12,1,Tuesday,0,1,31.16,35.605,62.0,8.9981,233,292,525,office hour
12201,2012-05-28,summer,2012,5,13,1,Tuesday,0,1,32.800000000000004,39.395,63.0,19.0012,272,284,556,office hour
12202,2012-05-28,summer,2012,5,14,1,Tuesday,0,1,32.800000000000004,39.395,63.0,19.0012,238,227,465,office hour
12203,2012-05-28,summer,2012,5,15,1,Tuesday,0,1,33.62,39.395,56.00000000000001,19.999499999999998,181,279,460,office hour
12204,2012-05-28,summer,2012,5,16,1,Tuesday,0,1,33.62,39.395,56.00000000000001,22.0028,223,278,501,office hour
12205,2012-05-28,summer,2012,5,17,1,Tuesday,0,1,33.62,39.395,56.00000000000001,19.999499999999998,158,247,405,office hour
12206,2012-05-28,summer,2012,5,18,1,Tuesday,0,1,32.800000000000004,38.635000000000005,59.0,19.999499999999998,132,251,383,non-office hour
12207,2012-05-28,summer,2012,5,19,1,Tuesday,0,1,32.800000000000004,37.88,55.00000000000001,19.999499999999998,148,247,395,non-office hour
12208,2012-05-28,summer,2012,5,20,1,Tuesday,0,1,31.98,37.12,62.0,19.999499999999998,114,203,317,non-office hour
12209,2012-05-28,summer,2012,5,21,1,Tuesday,0,1,31.16,36.364999999999995,66.0,19.0012,66,181,247,non-office hour
12210,2012-05-28,summer,2012,5,22,1,Tuesday,0,1,30.34,34.849999999999994,70.0,11.0014,47,110,157,non-office hour
12211,2012-05-28,summer,2012,5,23,1,Tuesday,0,1,29.52,34.849999999999994,74.0,11.0014,22,60,82,non-office hour
12212,2012-05-29,summer,2012,5,0,0,Wednesday,1,1,28.7,33.335,79.0,12.998000000000001,12,33,45,non-office hour
12213,2012-05-29,summer,2012,5,1,0,Wednesday,1,1,28.7,33.335,79.0,12.998000000000001,1,13,14,non-office hour
12214,2012-05-29,summer,2012,5,2,0,Wednesday,1,1,27.880000000000003,31.819999999999997,83.0,8.9981,0,8,8,non-office hour
12215,2012-05-29,summer,2012,5,3,0,Wednesday,1,1,27.880000000000003,31.819999999999997,79.0,19.0012,1,2,3,non-office hour
12216,2012-05-29,summer,2012,5,4,0,Wednesday,1,1,27.060000000000002,30.305,78.0,15.001299999999999,0,5,5,non-office hour
12217,2012-05-29,summer,2012,5,5,0,Wednesday,1,1,27.060000000000002,30.305,78.0,15.001299999999999,1,32,33,non-office hour
12218,2012-05-29,summer,2012,5,6,0,Wednesday,1,1,27.060000000000002,30.305,78.0,15.001299999999999,9,145,154,non-office hour
12219,2012-05-29,summer,2012,5,7,0,Wednesday,1,1,27.060000000000002,30.305,78.0,15.001299999999999,19,431,450,non-office hour
12220,2012-05-29,summer,2012,5,8,0,Wednesday,1,1,28.7,33.335,74.0,12.998000000000001,46,588,634,non-office hour
12221,2012-05-29,summer,2012,5,9,0,Wednesday,1,1,29.52,34.089999999999996,70.0,16.997899999999998,26,231,257,office hour
12222,2012-05-29,summer,2012,5,10,0,Wednesday,1,1,30.34,34.849999999999994,70.0,19.999499999999998,67,116,183,office hour
12223,2012-05-29,summer,2012,5,11,0,Wednesday,1,1,31.16,35.605,62.0,19.999499999999998,50,147,197,office hour
12224,2012-05-29,summer,2012,5,12,0,Wednesday,1,1,32.800000000000004,37.88,55.00000000000001,22.0028,56,181,237,office hour
12225,2012-05-29,summer,2012,5,13,0,Wednesday,1,1,33.62,38.635000000000005,52.0,26.0027,63,176,239,office hour
12226,2012-05-29,summer,2012,5,14,0,Wednesday,1,1,33.62,38.635000000000005,52.0,27.999299999999998,80,158,238,office hour
12227,2012-05-29,summer,2012,5,15,0,Wednesday,1,1,33.62,38.635000000000005,49.0,26.0027,71,185,256,office hour
12228,2012-05-29,summer,2012,5,16,0,Wednesday,1,1,33.62,38.635000000000005,49.0,32.9975,73,320,393,office hour
12229,2012-05-29,summer,2012,5,17,0,Wednesday,1,1,33.62,37.88,46.0,27.999299999999998,107,674,781,office hour
12230,2012-05-29,summer,2012,5,18,0,Wednesday,1,1,32.800000000000004,37.12,49.0,32.9975,78,632,710,non-office hour
12231,2012-05-29,summer,2012,5,19,0,Wednesday,1,1,31.98,35.605,52.0,23.9994,69,457,526,non-office hour
12232,2012-05-29,summer,2012,5,20,0,Wednesday,1,3,28.7,32.574999999999996,61.0,35.0008,36,168,204,non-office hour
12233,2012-05-29,summer,2012,5,21,0,Wednesday,1,3,24.599999999999998,27.275,88.0,30.002599999999997,3,68,71,non-office hour
12234,2012-05-29,summer,2012,5,22,0,Wednesday,1,2,25.419999999999998,28.03,88.0,6.0032,2,53,55,non-office hour
12235,2012-05-29,summer,2012,5,23,0,Wednesday,1,3,25.419999999999998,27.275,94.0,0.0,10,40,50,non-office hour
12236,2012-05-30,summer,2012,5,0,0,Thursday,1,3,26.240000000000002,28.79,89.0,7.0015,4,32,36,non-office hour
12237,2012-05-30,summer,2012,5,1,0,Thursday,1,3,26.240000000000002,28.79,89.0,12.998000000000001,0,4,4,non-office hour
12238,2012-05-30,summer,2012,5,2,0,Thursday,1,3,25.419999999999998,27.275,94.0,6.0032,1,4,5,non-office hour
12239,2012-05-30,summer,2012,5,3,0,Thursday,1,3,25.419999999999998,28.03,88.0,8.9981,0,5,5,non-office hour
12240,2012-05-30,summer,2012,5,4,0,Thursday,1,2,25.419999999999998,28.03,88.0,8.9981,0,6,6,non-office hour
12241,2012-05-30,summer,2012,5,5,0,Thursday,1,2,25.419999999999998,29.544999999999998,78.0,8.9981,1,40,41,non-office hour
12242,2012-05-30,summer,2012,5,6,0,Thursday,1,2,24.599999999999998,28.79,78.0,7.0015,5,139,144,non-office hour
12243,2012-05-30,summer,2012,5,7,0,Thursday,1,3,24.599999999999998,28.79,78.0,12.998000000000001,14,469,483,non-office hour
12244,2012-05-30,summer,2012,5,8,0,Thursday,1,2,24.599999999999998,29.544999999999998,73.0,11.0014,29,642,671,non-office hour
12245,2012-05-30,summer,2012,5,9,0,Thursday,1,2,25.419999999999998,30.305,69.0,12.998000000000001,23,282,305,office hour
12246,2012-05-30,summer,2012,5,10,0,Thursday,1,2,25.419999999999998,30.305,69.0,19.0012,39,138,177,office hour
12247,2012-05-30,summer,2012,5,11,0,Thursday,1,2,27.060000000000002,31.06,65.0,12.998000000000001,53,155,208,office hour
12248,2012-05-30,summer,2012,5,12,0,Thursday,1,1,28.7,32.574999999999996,54.0,0.0,33,220,253,office hour
12249,2012-05-30,summer,2012,5,13,0,Thursday,1,1,28.7,32.574999999999996,51.0,0.0,53,236,289,office hour
12250,2012-05-30,summer,2012,5,14,0,Thursday,1,1,29.52,32.574999999999996,42.0,8.9981,44,208,252,office hour
12251,2012-05-30,summer,2012,5,15,0,Thursday,1,1,29.52,33.335,51.0,8.9981,54,221,275,office hour
12252,2012-05-30,summer,2012,5,16,0,Thursday,1,1,29.52,33.335,51.0,11.0014,46,352,398,office hour
12253,2012-05-30,summer,2012,5,17,0,Thursday,1,1,30.34,33.335,48.0,6.0032,83,756,839,office hour
12254,2012-05-30,summer,2012,5,18,0,Thursday,1,1,30.34,33.335,48.0,11.0014,50,746,796,non-office hour
12255,2012-05-30,summer,2012,5,19,0,Thursday,1,1,29.52,33.335,54.0,11.0014,50,506,556,non-office hour
12256,2012-05-30,summer,2012,5,20,0,Thursday,1,2,22.14,25.759999999999998,60.0,8.9981,57,374,431,non-office hour
12257,2012-05-30,summer,2012,5,21,0,Thursday,1,1,27.880000000000003,31.819999999999997,56.99999999999999,7.0015,41,263,304,non-office hour
12258,2012-05-30,summer,2012,5,22,0,Thursday,1,1,27.060000000000002,31.06,69.0,7.0015,26,191,217,non-office hour
12259,2012-05-30,summer,2012,5,23,0,Thursday,1,1,27.060000000000002,31.06,65.0,7.0015,39,121,160,non-office hour
12260,2012-05-31,summer,2012,5,0,0,Friday,1,1,26.240000000000002,30.305,69.0,8.9981,13,48,61,non-office hour
12261,2012-05-31,summer,2012,5,1,0,Friday,1,1,26.240000000000002,30.305,69.0,6.0032,4,22,26,non-office hour
12262,2012-05-31,summer,2012,5,2,0,Friday,1,1,26.240000000000002,30.305,65.0,6.0032,6,8,14,non-office hour
12263,2012-05-31,summer,2012,5,3,0,Friday,1,1,25.419999999999998,30.305,69.0,6.0032,0,8,8,non-office hour
12264,2012-05-31,summer,2012,5,4,0,Friday,1,1,25.419999999999998,30.305,69.0,0.0,0,8,8,non-office hour
12265,2012-05-31,summer,2012,5,5,0,Friday,1,1,25.419999999999998,30.305,69.0,16.997899999999998,1,32,33,non-office hour
12266,2012-05-31,summer,2012,5,6,0,Friday,1,1,24.599999999999998,29.544999999999998,73.0,15.001299999999999,7,171,178,non-office hour
12267,2012-05-31,summer,2012,5,7,0,Friday,1,1,24.599999999999998,30.305,64.0,19.0012,18,489,507,non-office hour
12268,2012-05-31,summer,2012,5,8,0,Friday,1,1,25.419999999999998,31.06,56.99999999999999,16.997899999999998,18,675,693,non-office hour
12269,2012-05-31,summer,2012,5,9,0,Friday,1,1,27.060000000000002,31.06,47.0,16.997899999999998,47,264,311,office hour
12270,2012-05-31,summer,2012,5,10,0,Friday,1,1,28.7,31.819999999999997,39.0,26.0027,65,155,220,office hour
12271,2012-05-31,summer,2012,5,11,0,Friday,1,1,29.52,32.574999999999996,37.0,19.0012,65,153,218,office hour
12272,2012-05-31,summer,2012,5,12,0,Friday,1,1,29.52,32.574999999999996,37.0,12.998000000000001,62,230,292,office hour
12273,2012-05-31,summer,2012,5,13,0,Friday,1,1,30.34,32.574999999999996,35.0,8.9981,77,216,293,office hour
12274,2012-05-31,summer,2012,5,14,0,Friday,1,1,31.16,33.335,31.0,12.998000000000001,61,193,254,office hour
12275,2012-05-31,summer,2012,5,15,0,Friday,1,1,31.16,33.335,33.0,19.999499999999998,81,209,290,office hour
12276,2012-05-31,summer,2012,5,16,0,Friday,1,1,31.16,33.335,33.0,19.0012,103,384,487,office hour
12277,2012-05-31,summer,2012,5,17,0,Friday,1,1,31.16,33.335,31.0,11.0014,85,742,827,office hour
12278,2012-05-31,summer,2012,5,18,0,Friday,1,1,30.34,32.574999999999996,30.0,12.998000000000001,85,700,785,non-office hour
12279,2012-05-31,summer,2012,5,19,0,Friday,1,1,29.52,32.574999999999996,34.0,11.0014,104,487,591,non-office hour
12280,2012-05-31,summer,2012,5,20,0,Friday,1,1,27.880000000000003,31.819999999999997,44.0,11.0014,88,391,479,non-office hour
12281,2012-05-31,summer,2012,5,21,0,Friday,1,1,27.880000000000003,31.819999999999997,44.0,11.0014,41,318,359,non-office hour
12282,2012-05-31,summer,2012,5,22,0,Friday,1,1,27.060000000000002,31.06,50.0,11.0014,43,221,264,non-office hour
12283,2012-05-31,summer,2012,5,23,0,Friday,1,1,27.060000000000002,31.06,54.0,15.001299999999999,26,114,140,non-office hour
12284,2012-06-01,summer,2012,6,0,0,Saturday,1,1,27.060000000000002,31.06,50.0,16.997899999999998,10,76,86,non-office hour
12285,2012-06-01,summer,2012,6,1,0,Saturday,1,1,26.240000000000002,31.06,53.0,15.001299999999999,0,34,34,non-office hour
12286,2012-06-01,summer,2012,6,2,0,Saturday,1,1,26.240000000000002,31.06,56.99999999999999,15.001299999999999,3,13,16,non-office hour
12287,2012-06-01,summer,2012,6,3,0,Saturday,1,2,25.419999999999998,29.544999999999998,73.0,6.0032,0,4,4,non-office hour
12288,2012-06-01,summer,2012,6,4,0,Saturday,1,2,25.419999999999998,29.544999999999998,73.0,6.0032,1,5,6,non-office hour
12289,2012-06-01,summer,2012,6,5,0,Saturday,1,2,25.419999999999998,29.544999999999998,78.0,6.0032,4,41,45,non-office hour
12290,2012-06-01,summer,2012,6,6,0,Saturday,1,3,25.419999999999998,28.03,88.0,8.9981,5,136,141,non-office hour
12291,2012-06-01,summer,2012,6,7,0,Saturday,1,2,26.240000000000002,28.79,89.0,12.998000000000001,33,369,402,non-office hour
12292,2012-06-01,summer,2012,6,8,0,Saturday,1,2,26.240000000000002,28.79,89.0,12.998000000000001,19,675,694,non-office hour
12293,2012-06-01,summer,2012,6,9,0,Saturday,1,2,26.240000000000002,28.79,83.0,15.001299999999999,24,274,298,office hour
